YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,PS,WS50M
2019,12,9,7,6.55,90.44,0.01,99.08,14.17
2019,12,9,8,6.24,87.88,0.0,99.37,15.33
2019,12,9,9,6.4,82.5,0.01,99.65,15.15
2019,12,9,10,7.05,77.0,0.0,99.91,14.47
2019,12,9,11,7.65,71.06,0.0,100.13,14.41
2019,12,9,12,7.9,66.19,0.0,100.3,14.01
2019,12,9,13,7.87,64.44,0.0,100.46,13.03
2019,12,9,14,7.37,66.5,0.0,100.63,11.98
2019,12,9,15,5.96,74.19,0.0,100.79,10.6
2019,12,9,16,4.12,85.44,0.0,100.93,9.17
2019,12,9,17,2.58,95.62,0.0,101.05,8.03
2019,12,9,18,1.83,100.0,0.0,101.2,7.93
2019,12,9,19,1.26,100.0,0.0,101.35,7.73
2019,12,9,20,0.48,100.0,0.0,101.45,7.02
2019,12,9,21,0.36,100.0,0.0,101.49,6.39
2019,12,9,22,0.77,100.0,0.0,101.52,5.49
2019,12,9,23,0.85,100.0,0.0,101.5,4.23
2019,12,10,0,1.0,100.0,0.0,101.5,4.05
2019,12,10,1,1.43,100.0,0.0,101.49,4.18
2019,12,10,2,1.78,99.06,0.0,101.44,5.02
2019,12,10,3,2.12,98.56,0.0,101.39,5.89
2019,12,10,4,2.66,97.62,0.0,101.32,6.68
2019,12,10,5,3.1,98.12,0.0,101.26,7.5
2019,12,10,6,3.91,96.0,0.0,101.14,9.04
2019,12,10,7,5.12,92.44,0.0,101.03,10.44
2019,12,10,8,6.34,90.38,0.0,100.87,12.08
2019,12,10,9,7.63,87.75,0.06,100.75,13.45
2019,12,10,10,8.09,89.0,0.31,100.65,14.46
2019,12,10,11,8.18,90.56,0.39,100.5,15.67
2019,12,10,12,8.28,91.38,0.26,100.33,16.27
2019,12,10,13,8.48,92.31,0.15,100.16,16.93
2019,12,10,14,8.83,93.31,0.14,99.99,16.97
2019,12,10,15,9.29,93.88,0.11,99.83,17.25
2019,12,10,16,9.78,93.69,0.1,99.68,18.09
2019,12,10,17,10.15,93.38,0.14,99.56,18.87
2019,12,10,18,10.44,93.06,0.36,99.48,19.06
2019,12,10,19,10.68,93.06,0.71,99.46,17.77
2019,12,10,20,10.38,92.31,0.85,99.53,14.74
2019,12,10,21,8.61,90.0,0.58,99.68,12.05
2019,12,10,22,6.3,91.69,0.32,99.8,8.68
2019,12,10,23,5.43,95.06,0.07,99.87,7.54
2019,12,11,0,5.17,96.75,0.01,99.88,7.54
2019,12,11,1,4.97,97.94,0.0,99.9,7.46
2019,12,11,2,4.64,98.56,0.0,99.93,7.19
2019,12,11,3,4.37,97.75,0.0,99.93,6.86
2019,12,11,4,3.71,98.62,0.0,99.91,6.65
2019,12,11,5,3.31,98.69,0.0,99.88,6.11
2019,12,11,6,3.15,97.69,0.0,99.85,5.71
2019,12,11,7,3.08,97.75,0.0,99.82,5.91
2019,12,11,8,3.25,97.12,0.0,99.78,6.06
2019,12,11,9,4.14,95.25,0.0,99.71,6.33
2019,12,11,10,5.38,92.25,0.0,99.63,6.38
2019,12,11,11,6.73,89.12,0.03,99.51,6.39
2019,12,11,12,7.62,85.19,0.07,99.39,7.84
2019,12,11,13,7.3,86.56,0.19,99.27,8.42
2019,12,11,14,6.38,92.12,0.29,99.19,7.92
2019,12,11,15,5.69,96.0,0.22,99.14,7.03
2019,12,11,16,5.31,96.88,0.08,99.15,6.31
2019,12,11,17,4.97,96.19,0.03,99.19,6.79
2019,12,11,18,4.69,94.81,0.02,99.26,7.38
2019,12,11,19,4.4,94.38,0.01,99.31,7.45
2019,12,11,20,4.05,93.88,0.0,99.36,7.47
2019,12,11,21,3.58,93.44,0.0,99.39,7.36
2019,12,11,22,2.73,95.19,0.0,99.4,7.07
2019,12,11,23,1.93,98.0,0.0,99.4,6.69
2019,12,12,0,1.33,99.69,0.01,99.36,6.32
2019,12,12,1,1.52,97.81,0.01,99.34,6.0
2019,12,12,2,1.48,97.44,0.01,99.31,5.3
2019,12,12,3,1.58,97.19,0.01,99.25,5.02
2019,12,12,4,1.82,96.88,0.01,99.18,5.27
2019,12,12,5,1.44,99.25,0.01,99.09,5.64
2019,12,12,6,1.95,97.75,0.06,98.97,6.45
2019,12,12,7,2.93,95.56,0.27,98.8,7.82
2019,12,12,8,3.8,96.0,0.71,98.63,9.18
2019,12,12,9,4.7,96.19,1.17,98.44,10.39
2019,12,12,10,5.26,96.19,1.24,98.24,11.49
2019,12,12,11,5.76,96.12,0.72,98.01,12.51
2019,12,12,12,6.74,95.81,0.41,97.78,13.44
2019,12,12,13,7.86,95.62,0.68,97.57,13.36
2019,12,12,14,8.26,95.06,0.94,97.39,13.27
2019,12,12,15,8.05,95.06,0.92,97.22,12.67
2019,12,12,16,7.87,96.06,0.71,97.07,11.15
2019,12,12,17,7.95,96.94,0.37,96.97,9.38
2019,12,12,18,7.9,97.19,0.39,96.92,8.88
2019,12,12,19,7.52,96.69,0.16,96.89,9.24
2019,12,12,20,7.03,96.12,0.08,96.85,9.1
2019,12,12,21,6.63,96.31,0.04,96.75,8.83
2019,12,12,22,6.5,96.88,0.16,96.61,8.53
2019,12,12,23,6.75,97.0,0.56,96.46,8.39
2019,12,13,0,6.65,97.38,0.94,96.35,7.97
2019,12,13,1,6.43,96.25,1.1,96.3,9.72
2019,12,13,2,6.01,94.38,0.75,96.29,10.99
2019,12,13,3,5.66,92.81,0.29,96.32,11.8
2019,12,13,4,5.45,91.5,0.09,96.39,12.81
2019,12,13,5,5.17,90.81,0.1,96.48,13.66
2019,12,13,6,4.93,90.81,0.19,96.6,13.99
2019,12,13,7,4.8,90.69,0.18,96.74,13.93
2019,12,13,8,4.73,90.5,0.12,96.9,13.31
2019,12,13,9,4.98,89.56,0.08,97.04,12.33
2019,12,13,10,5.65,87.19,0.02,97.18,11.95
2019,12,13,11,6.43,82.5,0.01,97.28,12.72
2019,12,13,12,7.01,76.81,0.0,97.33,13.51
2019,12,13,13,7.21,74.0,0.0,97.37,13.64
2019,12,13,14,6.84,75.12,0.0,97.4,13.31
2019,12,13,15,5.94,79.56,0.0,97.44,12.86
2019,12,13,16,5.11,83.69,0.0,97.47,12.38
2019,12,13,17,4.51,86.75,0.0,97.48,11.71
2019,12,13,18,4.02,89.69,0.0,97.47,10.75
2019,12,13,19,3.45,94.06,0.0,97.44,9.42
2019,12,13,20,3.12,97.44,0.01,97.38,8.67
2019,12,13,21,2.99,100.0,0.05,97.3,8.41
2019,12,13,22,3.28,100.0,0.08,97.26,7.87
2019,12,13,23,3.62,98.69,0.07,97.27,7.54
2019,12,14,0,3.9,97.94,0.04,97.32,8.13
2019,12,14,1,4.14,97.0,0.03,97.4,8.53
2019,12,14,2,4.23,96.06,0.05,97.48,9.15
2019,12,14,3,4.41,95.31,0.05,97.58,10.55
2019,12,14,4,4.44,94.44,0.02,97.68,12.05
2019,12,14,5,4.26,92.94,0.01,97.78,12.94
2019,12,14,6,4.08,91.5,0.0,97.86,13.29
2019,12,14,7,3.94,90.5,0.0,97.94,13.38
2019,12,14,8,3.83,90.25,0.0,98.03,12.96
2019,12,14,9,4.44,87.69,0.0,98.11,12.51
2019,12,14,10,5.55,83.62,0.03,98.19,12.5
2019,12,14,11,6.72,80.62,0.64,98.2,12.53
2019,12,14,12,7.44,82.38,0.91,98.19,12.9
2019,12,14,13,7.81,84.81,0.11,98.2,13.83
2019,12,14,14,7.11,79.88,0.0,98.29,14.46
2019,12,14,15,5.36,78.38,0.0,98.4,12.26
2019,12,14,16,3.8,85.5,0.0,98.45,10.08
2019,12,14,17,3.1,90.5,0.0,98.46,9.42
2019,12,14,18,3.19,92.0,0.0,98.43,9.3
2019,12,14,19,3.73,91.75,0.0,98.35,9.7
2019,12,14,20,5.0,89.81,0.05,98.23,11.37
2019,12,14,21,6.46,90.44,0.57,98.07,12.56
2019,12,14,22,7.42,93.81,1.56,97.87,13.7
2019,12,14,23,8.26,94.38,1.67,97.71,14.95
2019,12,15,0,8.36,90.19,0.71,97.69,16.41
2019,12,15,1,6.43,86.75,0.05,97.8,15.37
2019,12,15,2,5.33,88.56,0.0,97.93,15.3
2019,12,15,3,5.04,88.12,0.0,98.06,15.49
2019,12,15,4,4.55,87.25,0.0,98.19,14.49
2019,12,15,5,4.11,85.94,0.0,98.29,13.34
2019,12,15,6,3.9,87.38,0.0,98.38,12.43
2019,12,15,7,3.87,90.38,0.0,98.44,11.84
2019,12,15,8,4.22,90.75,0.0,98.49,11.85
2019,12,15,9,5.32,86.62,0.0,98.58,11.49
2019,12,15,10,6.4,83.62,0.0,98.65,10.87
2019,12,15,11,7.24,82.31,0.02,98.69,10.86
2019,12,15,12,7.85,81.5,0.03,98.71,11.23
2019,12,15,13,8.15,81.0,0.02,98.74,11.9
2019,12,15,14,8.0,82.69,0.01,98.77,11.83
2019,12,15,15,7.35,86.06,0.01,98.82,11.71
2019,12,15,16,6.87,88.44,0.04,98.87,11.14
2019,12,15,17,6.66,89.62,0.06,98.91,9.9
2019,12,15,18,6.6,90.12,0.03,98.94,9.67
2019,12,15,19,6.68,90.75,0.05,98.98,10.03
2019,12,15,20,7.03,90.38,0.06,99.0,11.09
2019,12,15,21,7.19,91.5,0.05,99.01,10.83
2019,12,15,22,7.19,92.94,0.06,99.02,10.91
2019,12,15,23,7.18,93.88,0.09,99.02,10.71
2019,12,16,0,7.09,94.06,0.21,99.01,10.67
2019,12,16,1,6.77,93.88,0.23,99.03,10.21
2019,12,16,2,6.3,95.25,0.17,99.04,8.84
2019,12,16,3,6.05,96.62,0.25,99.04,8.14
2019,12,16,4,5.97,97.25,0.23,99.05,7.61
2019,12,16,5,5.87,97.69,0.18,99.08,7.25
2019,12,16,6,5.71,98.12,0.12,99.1,7.02
2019,12,16,7,5.62,98.25,0.07,99.13,6.89
2019,12,16,8,5.66,98.06,0.04,99.19,6.75
2019,12,16,9,6.15,97.0,0.02,99.24,6.15
2019,12,16,10,6.69,95.81,0.03,99.27,5.67
2019,12,16,11,7.05,95.44,0.04,99.25,4.9
2019,12,16,12,7.27,95.38,0.05,99.2,4.37
2019,12,16,13,7.33,95.88,0.08,99.16,3.98
2019,12,16,14,6.9,97.56,0.14,99.13,3.89
2019,12,16,15,6.1,99.44,0.2,99.11,3.82
2019,12,16,16,5.75,100.0,0.37,99.09,3.52
2019,12,16,17,5.81,100.0,0.48,99.08,3.39
2019,12,16,18,5.8,100.0,0.55,99.07,3.57
2019,12,16,19,5.92,99.69,0.66,99.06,3.82
2019,12,16,20,5.81,99.38,0.61,99.02,4.02
2019,12,16,21,5.58,99.25,0.65,98.97,3.42
2019,12,16,22,5.44,98.75,0.85,98.94,2.85
2019,12,16,23,5.21,98.44,0.94,98.92,3.4
2019,12,17,0,5.09,97.94,0.89,98.87,4.56
2019,12,17,1,5.05,97.44,0.81,98.83,5.39
2019,12,17,2,5.04,97.25,0.73,98.77,6.0
2019,12,17,3,5.03,97.06,0.8,98.72,6.16
2019,12,17,4,5.03,96.88,1.08,98.7,6.13
2019,12,17,5,4.98,96.88,1.44,98.69,6.4
2019,12,17,6,4.82,96.94,1.9,98.69,6.69
2019,12,17,7,4.55,96.88,1.75,98.7,7.11
2019,12,17,8,4.26,96.88,1.44,98.73,7.32
2019,12,17,9,4.04,96.06,1.05,98.79,7.5
2019,12,17,10,3.91,95.38,0.61,98.86,7.83
2019,12,17,11,4.15,94.88,0.29,98.91,8.21
2019,12,17,12,4.71,94.31,0.12,99.0,7.09
2019,12,17,13,5.28,93.88,0.04,99.1,5.39
2019,12,17,14,5.24,95.06,0.05,99.18,4.48
2019,12,17,15,4.13,98.31,0.05,99.26,3.91
2019,12,17,16,3.61,99.94,0.05,99.32,4.11
2019,12,17,17,3.52,100.0,0.06,99.37,4.87
2019,12,17,18,3.73,100.0,0.12,99.44,5.67
2019,12,17,19,3.73,100.0,0.17,99.5,6.36
2019,12,17,20,4.18,99.75,0.15,99.54,6.88
2019,12,17,21,4.62,98.94,0.08,99.6,7.04
2019,12,17,22,4.99,98.12,0.04,99.67,6.89
2019,12,17,23,5.05,97.75,0.01,99.73,6.84
2019,12,18,0,4.37,99.06,0.01,99.79,6.43
2019,12,18,1,3.73,100.0,0.0,99.86,6.03
2019,12,18,2,3.15,100.0,0.0,99.93,5.21
2019,12,18,3,3.04,100.0,0.0,99.98,4.49
2019,12,18,4,3.06,100.0,0.01,100.04,4.05
2019,12,18,5,3.13,100.0,0.01,100.08,4.15
2019,12,18,6,3.3,99.94,0.01,100.11,4.69
2019,12,18,7,3.59,99.62,0.01,100.14,5.45
2019,12,18,8,4.08,98.94,0.01,100.18,6.29
2019,12,18,9,5.33,96.88,0.0,100.17,6.69
2019,12,18,10,6.55,94.81,0.0,100.19,7.01
2019,12,18,11,7.4,93.81,0.0,100.22,7.16
2019,12,18,12,7.89,93.38,0.0,100.12,7.57
2019,12,18,13,7.85,94.06,0.0,100.02,8.27
2019,12,18,14,7.44,95.38,0.0,99.93,9.06
2019,12,18,15,6.91,96.31,0.0,99.84,10.38
2019,12,18,16,6.74,96.44,0.0,99.75,11.07
2019,12,18,17,6.77,96.5,0.01,99.68,11.34
2019,12,18,18,6.92,96.81,0.09,99.61,11.58
2019,12,18,19,7.55,96.25,0.36,99.58,12.38
2019,12,18,20,8.5,96.12,0.43,99.51,12.52
2019,12,18,21,9.08,96.19,0.36,99.44,12.58
2019,12,18,22,9.52,95.62,0.41,99.41,12.64
2019,12,18,23,9.73,95.06,0.56,99.4,12.26
2019,12,19,0,9.65,94.94,0.73,99.34,11.45
2019,12,19,1,9.55,95.25,0.93,99.3,11.12
2019,12,19,2,9.63,95.31,1.01,99.26,11.11
2019,12,19,3,9.69,95.62,0.93,99.24,10.92
2019,12,19,4,9.85,95.69,0.74,99.21,11.16
2019,12,19,5,9.92,96.06,0.39,99.18,10.67
2019,12,19,6,10.04,95.88,0.14,99.15,11.07
2019,12,19,7,10.12,95.75,0.1,99.12,11.06
2019,12,19,8,10.19,95.69,0.08,99.12,11.1
2019,12,19,9,10.42,95.31,0.06,99.1,11.08
2019,12,19,10,10.65,94.81,0.03,99.06,10.85
2019,12,19,11,10.91,94.0,0.01,98.97,10.38
2019,12,19,12,11.09,93.56,0.08,98.88,10.18
2019,12,19,13,11.1,93.88,0.26,98.74,10.19
2019,12,19,14,11.01,94.81,0.53,98.59,10.65
2019,12,19,15,10.94,95.38,0.52,98.48,11.87
2019,12,19,16,10.98,94.88,0.58,98.41,12.73
2019,12,19,17,10.94,94.81,0.21,98.35,12.35
2019,12,19,18,10.76,95.0,0.11,98.31,13.14
2019,12,19,19,10.56,94.69,0.06,98.29,13.68
2019,12,19,20,10.16,95.0,0.03,98.26,13.16
2019,12,19,21,9.63,96.38,0.01,98.22,11.83
2019,12,19,22,9.36,97.25,0.05,98.15,10.2
2019,12,19,23,9.33,97.44,0.32,98.01,8.63
2019,12,20,0,9.4,96.88,1.83,97.76,8.42
2019,12,20,1,9.25,96.69,4.42,97.53,8.54
2019,12,20,2,9.1,97.0,3.27,97.35,8.59
2019,12,20,3,9.35,97.25,1.18,97.14,8.48
2019,12,20,4,10.05,96.62,1.09,96.95,9.9
2019,12,20,5,10.15,97.38,1.29,96.84,9.72
2019,12,20,6,9.92,97.88,1.33,96.78,8.12
2019,12,20,7,9.58,97.88,0.87,96.76,7.29
2019,12,20,8,8.9,97.94,0.18,96.78,6.6
2019,12,20,9,8.33,97.0,0.01,96.83,7.33
2019,12,20,10,8.12,95.38,0.01,96.89,8.05
2019,12,20,11,8.26,94.31,0.05,96.93,7.91
2019,12,20,12,8.61,92.94,0.11,96.94,8.15
2019,12,20,13,8.86,90.81,0.2,96.95,9.14
2019,12,20,14,8.52,90.06,0.19,96.98,10.42
2019,12,20,15,7.76,91.81,0.19,97.02,10.81
2019,12,20,16,7.05,94.12,0.16,97.1,10.58
2019,12,20,17,6.71,95.19,0.21,97.2,10.1
2019,12,20,18,6.54,95.25,0.17,97.31,9.6
2019,12,20,19,6.29,95.69,0.05,97.41,8.67
2019,12,20,20,5.79,97.25,0.01,97.48,7.6
2019,12,20,21,5.4,98.62,0.01,97.51,6.99
2019,12,20,22,5.48,98.62,0.06,97.53,6.64
2019,12,20,23,5.69,99.19,0.29,97.52,6.47
2019,12,21,0,6.3,98.19,0.43,97.48,7.06
2019,12,21,1,6.91,96.88,0.47,97.45,8.21
2019,12,21,2,7.2,96.5,0.32,97.44,8.85
2019,12,21,3,7.33,96.06,0.12,97.43,9.48
2019,12,21,4,7.31,95.94,0.05,97.41,9.51
2019,12,21,5,7.24,96.06,0.06,97.38,9.52
2019,12,21,6,7.43,95.88,0.13,97.34,9.77
2019,12,21,7,7.84,95.88,0.45,97.28,10.55
2019,12,21,8,8.19,95.94,0.7,97.24,10.95
2019,12,21,9,8.52,95.12,0.48,97.24,11.27
2019,12,21,10,8.99,93.31,0.25,97.23,10.83
2019,12,21,11,9.41,91.56,0.17,97.17,10.2
2019,12,21,12,9.58,90.0,0.17,97.09,9.84
2019,12,21,13,9.33,90.31,0.19,96.99,9.3
2019,12,21,14,8.73,92.62,0.25,96.9,8.85
2019,12,21,15,8.32,94.25,0.29,96.84,9.15
2019,12,21,16,8.26,94.0,0.28,96.81,10.31
2019,12,21,17,7.97,94.06,0.19,96.7,9.55
2019,12,21,18,7.56,95.31,0.43,96.57,9.45
2019,12,21,19,7.23,96.12,0.65,96.49,10.1
2019,12,21,20,6.88,96.5,0.48,96.39,10.09
2019,12,21,21,6.85,97.0,0.4,96.32,8.66
2019,12,21,22,7.28,96.94,0.45,96.28,6.77
2019,12,21,23,7.62,97.0,0.5,96.28,6.27
2019,12,22,0,7.45,98.5,0.54,96.29,5.97
2019,12,22,1,7.17,99.62,0.46,96.34,5.79
2019,12,22,2,7.24,99.38,0.35,96.42,5.89
2019,12,22,3,7.41,98.56,0.26,96.51,5.88
2019,12,22,4,7.4,97.88,0.24,96.63,6.54
2019,12,22,5,7.15,97.19,0.24,96.77,7.99
2019,12,22,6,6.51,96.94,0.18,96.95,9.05
2019,12,22,7,6.13,96.81,0.16,97.13,9.5
2019,12,22,8,6.15,96.56,0.11,97.3,9.82
2019,12,22,9,6.37,95.69,0.04,97.45,10.18
2019,12,22,10,6.61,94.5,0.01,97.57,9.83
2019,12,22,11,6.94,93.12,0.0,97.64,9.05
2019,12,22,12,7.5,91.69,0.01,97.7,8.52
2019,12,22,13,7.91,91.0,0.01,97.77,8.48
2019,12,22,14,7.73,92.31,0.01,97.84,8.53
2019,12,22,15,7.05,95.5,0.01,97.93,8.36
2019,12,22,16,6.51,98.0,0.01,98.0,8.37
2019,12,22,17,6.26,98.81,0.01,98.08,8.41
2019,12,22,18,6.18,98.81,0.01,98.13,8.24
2019,12,22,19,6.34,98.19,0.01,98.19,7.98
2019,12,22,20,6.58,97.38,0.01,98.27,8.41
2019,12,22,21,6.77,96.19,0.01,98.4,9.35
2019,12,22,22,6.73,95.06,0.01,98.54,9.74
2019,12,22,23,6.61,94.44,0.0,98.68,9.81
2019,12,23,0,6.58,94.62,0.01,98.79,9.39
2019,12,23,1,6.76,94.75,0.01,98.87,9.09
2019,12,23,2,6.87,94.5,0.01,98.96,9.57
2019,12,23,3,6.91,94.06,0.01,99.05,10.07
2019,12,23,4,7.0,93.56,0.01,99.17,10.38
2019,12,23,5,6.97,93.25,0.01,99.3,10.67
2019,12,23,6,6.7,93.56,0.01,99.43,10.77
2019,12,23,7,6.05,95.5,0.0,99.55,10.2
2019,12,23,8,5.37,98.06,0.0,99.67,9.07
2019,12,23,9,5.97,95.81,0.0,99.79,8.97
2019,12,23,10,7.02,93.44,0.0,99.88,9.24
2019,12,23,11,8.23,89.38,0.0,99.94,10.16
2019,12,23,12,9.0,85.19,0.0,99.99,10.48
2019,12,23,13,9.15,84.06,0.0,100.03,9.96
2019,12,23,14,8.68,86.88,0.0,100.08,9.32
2019,12,23,15,7.3,94.88,0.0,100.12,8.62
2019,12,23,16,6.21,100.0,0.0,100.17,8.58
2019,12,23,17,6.24,100.0,0.0,100.18,8.18
2019,12,23,18,6.02,100.0,0.0,100.17,7.57
2019,12,23,19,6.18,98.56,0.0,100.21,7.63
2019,12,23,20,6.27,97.31,0.01,100.22,7.07
2019,12,23,21,6.33,97.31,0.1,100.21,7.2
2019,12,23,22,6.46,96.69,0.31,100.17,7.48
2019,12,23,23,6.37,96.75,0.26,100.08,7.36
2019,12,24,0,6.13,97.44,0.22,99.99,7.46
2019,12,24,1,6.3,96.62,0.32,99.87,7.71
2019,12,24,2,6.64,96.0,0.27,99.74,8.39
2019,12,24,3,7.18,96.0,0.15,99.62,8.77
2019,12,24,4,8.0,96.88,0.12,99.51,8.79
2019,12,24,5,8.84,96.31,0.07,99.49,11.05
2019,12,24,6,8.88,94.75,0.01,99.55,13.31
2019,12,24,7,8.19,94.81,0.0,99.6,13.24
2019,12,24,8,7.49,95.25,0.0,99.68,12.63
2019,12,24,9,7.75,94.0,0.0,99.75,12.04
2019,12,24,10,8.6,92.31,0.0,99.78,11.75
2019,12,24,11,9.52,89.94,0.0,99.81,11.9
2019,12,24,12,10.22,87.62,0.02,99.8,12.01
2019,12,24,13,10.45,86.56,0.04,99.78,11.83
2019,12,24,14,10.01,88.44,0.06,99.81,11.46
2019,12,24,15,9.01,93.19,0.04,99.85,10.71
2019,12,24,16,8.29,96.5,0.03,99.9,9.88
2019,12,24,17,8.26,96.88,0.02,99.96,9.02
2019,12,24,18,8.36,96.75,0.01,100.03,8.76
2019,12,24,19,8.37,97.0,0.02,100.1,8.59
2019,12,24,20,8.35,96.56,0.02,100.19,8.65
2019,12,24,21,7.94,95.19,0.02,100.33,9.63
2019,12,24,22,6.87,92.5,0.01,100.47,10.57
2019,12,24,23,6.17,91.75,0.0,100.59,10.47
2019,12,25,0,5.94,92.44,0.0,100.68,10.08
2019,12,25,1,5.13,95.75,0.0,100.8,9.11
2019,12,25,2,4.29,98.69,0.0,100.91,8.28
2019,12,25,3,3.9,98.81,0.0,100.99,8.01
2019,12,25,4,3.55,98.62,0.0,101.07,7.59
2019,12,25,5,3.33,98.56,0.0,101.14,7.29
2019,12,25,6,3.12,98.38,0.0,101.21,6.64
2019,12,25,7,2.96,97.75,0.0,101.28,5.89
2019,12,25,8,2.99,97.0,0.0,101.36,5.33
2019,12,25,9,3.28,96.44,0.0,101.44,4.74
2019,12,25,10,3.87,94.75,0.0,101.52,4.54
2019,12,25,11,4.87,90.94,0.0,101.56,4.21
2019,12,25,12,5.59,87.94,0.0,101.58,3.76
2019,12,25,13,5.86,86.94,0.0,101.59,3.16
2019,12,25,14,5.3,91.75,0.0,101.6,2.55
2019,12,25,15,3.7,98.12,0.0,101.61,2.08
2019,12,25,16,3.54,98.69,0.0,101.61,1.23
2019,12,25,17,3.73,97.12,0.0,101.62,0.48
2019,12,25,18,3.83,96.5,0.0,101.63,0.5
2019,12,25,19,3.57,98.81,0.0,101.63,1.34
2019,12,25,20,3.24,100.0,0.0,101.61,2.24
2019,12,25,21,2.93,100.0,0.0,101.57,3.3
2019,12,25,22,2.71,100.0,0.0,101.52,4.38
2019,12,25,23,2.77,100.0,0.0,101.46,5.39
2019,12,26,0,2.74,100.0,0.0,101.39,6.52
2019,12,26,1,2.84,100.0,0.0,101.34,7.27
2019,12,26,2,3.58,99.44,0.0,101.31,7.75
2019,12,26,3,4.0,97.31,0.0,101.25,7.84
2019,12,26,4,4.17,96.56,0.0,101.19,8.04
2019,12,26,5,4.33,95.88,0.01,101.12,8.22
2019,12,26,6,4.48,95.44,0.08,101.03,8.49
2019,12,26,7,4.69,95.19,0.43,100.92,9.07
2019,12,26,8,5.02,94.62,0.96,100.83,9.6
2019,12,26,9,5.48,94.06,0.78,100.75,10.76
2019,12,26,10,6.05,93.62,0.4,100.64,12.18
2019,12,26,11,7.1,94.31,0.22,100.49,11.31
2019,12,26,12,8.49,93.94,0.25,100.34,9.81
2019,12,26,13,9.31,92.12,0.23,100.28,10.39
2019,12,26,14,9.1,92.12,0.22,100.29,11.54
2019,12,26,15,8.67,93.31,0.21,100.36,12.01
2019,12,26,16,8.39,94.31,0.16,100.46,11.6
2019,12,26,17,8.09,95.44,0.16,100.54,10.26
2019,12,26,18,7.76,96.69,0.1,100.59,8.29
2019,12,26,19,7.17,98.88,0.13,100.63,6.76
2019,12,26,20,6.77,100.0,0.13,100.69,6.42
2019,12,26,21,6.81,99.56,0.03,100.76,6.6
2019,12,26,22,6.76,98.62,0.01,100.84,6.84
2019,12,26,23,6.36,98.12,0.01,100.91,6.97
2019,12,27,0,5.4,98.94,0.01,100.99,7.03
2019,12,27,1,4.98,98.38,0.01,101.09,6.91
2019,12,27,2,4.73,97.88,0.02,101.22,6.64
2019,12,27,3,4.75,97.62,0.02,101.32,6.6
2019,12,27,4,4.97,97.56,0.02,101.41,6.45
2019,12,27,5,5.19,97.62,0.01,101.51,5.95
2019,12,27,6,5.37,97.75,0.01,101.6,5.37
2019,12,27,7,5.41,98.25,0.01,101.7,4.92
2019,12,27,8,5.5,98.5,0.01,101.84,4.46
2019,12,27,9,6.25,96.81,0.01,101.95,3.53
2019,12,27,10,7.03,94.88,0.01,102.02,2.59
2019,12,27,11,7.87,90.62,0.01,102.04,2.34
2019,12,27,12,8.19,88.38,0.01,102.06,1.72
2019,12,27,13,8.25,88.25,0.01,102.1,0.95
2019,12,27,14,8.01,91.44,0.01,102.16,0.56
2019,12,27,15,7.56,90.94,0.01,102.19,0.9
2019,12,27,16,6.96,93.06,0.01,102.23,1.59
2019,12,27,17,6.3,96.38,0.01,102.29,2.31
2019,12,27,18,5.98,98.25,0.0,102.36,2.93
2019,12,27,19,5.83,99.19,0.0,102.42,3.41
2019,12,27,20,5.81,99.56,0.01,102.46,3.85
2019,12,27,21,5.98,99.06,0.01,102.48,4.11
2019,12,27,22,5.99,99.06,0.01,102.52,4.33
2019,12,27,23,5.98,99.12,0.01,102.55,4.49
2019,12,28,0,6.09,98.69,0.01,102.56,4.54
2019,12,28,1,6.23,98.19,0.01,102.59,4.5
2019,12,28,2,6.37,97.75,0.01,102.64,4.7
2019,12,28,3,6.55,97.38,0.01,102.66,5.0
2019,12,28,4,6.7,97.12,0.01,102.66,5.29
2019,12,28,5,6.87,97.0,0.01,102.67,5.56
2019,12,28,6,7.04,96.75,0.01,102.68,5.79
2019,12,28,7,7.16,96.38,0.01,102.68,6.2
2019,12,28,8,7.24,96.0,0.01,102.69,6.46
2019,12,28,9,7.65,94.81,0.0,102.72,6.26
2019,12,28,10,8.12,93.69,0.0,102.75,5.89
2019,12,28,11,8.65,91.38,0.01,102.77,5.94
2019,12,28,12,8.87,89.06,0.01,102.77,5.81
2019,12,28,13,8.72,89.56,0.0,102.73,5.3
2019,12,28,14,8.39,91.0,0.0,102.68,5.28
2019,12,28,15,7.62,93.31,0.0,102.63,6.19
2019,12,28,16,6.89,94.44,0.0,102.6,6.99
2019,12,28,17,6.49,94.69,0.0,102.64,6.81
2019,12,28,18,5.98,96.0,0.0,102.73,6.17
2019,12,28,19,5.83,95.62,0.0,102.74,6.26
2019,12,28,20,5.84,94.69,0.0,102.73,6.44
2019,12,28,21,5.25,95.81,0.0,102.71,6.8
2019,12,28,22,5.18,95.12,0.0,102.69,7.25
2019,12,28,23,5.33,94.44,0.0,102.67,7.28
2019,12,29,0,5.51,94.0,0.0,102.64,7.21
2019,12,29,1,5.33,95.06,0.0,102.61,7.16
2019,12,29,2,5.12,96.0,0.0,102.58,7.14
2019,12,29,3,4.94,96.75,0.0,102.54,7.03
2019,12,29,4,4.75,98.12,0.0,102.52,7.0
2019,12,29,5,4.2,100.0,0.0,102.5,7.02
2019,12,29,6,3.94,100.0,0.0,102.5,7.07
2019,12,29,7,3.79,100.0,0.0,102.48,7.11
